Host,business/finance,education/research,entertainment,health/medical,news/press,politics/government/law,sports,tech/science
27997,0.12755937581965385,0.5041580631791405,0.14533812267552804,0.010233406337029105,0.018690308818963216,0.03392097657428648,0.009276878835948922,0.1508228677594499
9316,0.5068659670804008,0.014838156285845922,0.38596096524790147,0.0076709833898796955,0.019337711491204147,0.010353938855462503,0.01272284878986995,0.04224942885943565
27045,0.7466274001613974,0.00878240247768072,0.15084772573062857,0.011822207714716471,0.0234153545576486,0.008017450429689786,0.029805740604332352,0.020681718323906098
19805,0.028922473918989035,0.009003691201226804,0.024425894949568223,0.8800626212715695,0.019735393986499487,0.02009169958670682,0.0067653490014532025,0.01099287608398703
26580,0.0820938760774261,0.39847184496576044,0.28351573985676237,0.012192127379777868,0.01951898235909895,0.03134165236104988,0.006668953012569666,0.16619682398755473
16886,0.12405915395269088,0.018909443638620006,0.7200791749835908,0.011188097562100941,0.02674971363848041,0.019596132933313914,0.010678866063758516,0.06873941722744441
27931,0.4734880129496554,0.01909018401621116,0.32230581476868525,0.014213581507127768,0.03816761655701525,0.09075562014266089,0.011619771481586426,0.030359398577057894
8977,0.14606777895090273,0.169678371917256,0.3006185129018455,0.20301245703488108,0.03661073050939136,0.034009195822161234,0.010602981303218535,0.0993999715603436
20285,0.08650712932631707,0.012027369164120663,0.16844372694262724,0.01804167850081437,0.056675205057568415,0.04570268268621653,0.5976712843105845,0.014930924011751173
2427,0.03954824134470807,0.45778614027410836,0.07777673822207845,0.009620800305184784,0.01112407408189334,0.03560485597936774,0.002802316659926784,0.3657368331327325
1324,0.588925487657093,0.009799340805256232,0.3363213248925714,0.007717099181046833,0.019361247507204467,0.00917364750548518,0.010733817009586078,0.017968035441756937
25006,0.279535290526291,0.10789189411394354,0.4300559485523937,0.012195262514338917,0.020197280567751157,0.0114643655288766,0.011765413594434828,0.12689454460197025
13134,0.2381961151797931,0.01462931925867123,0.09675084378407614,0.011742466514981457,0.019560917453429538,0.5942090329059153,0.0060687376482029915,0.01884256725493011
11834,0.8533043534890105,0.00964320561045488,0.08104260497837769,0.005804978004862188,0.012454164283162346,0.011430283676465217,0.00743736671080999,0.018883043246857138
19930,0.08390267570872871,0.017951636662633906,0.07804821323897451,0.01178204541009771,0.009599118373879865,0.7708746798163051,0.00377600021633792,0.024065630573042257
12212,0.41947838137578913,0.018188306079586006,0.3331408543873954,0.017583550979750395,0.14678496759632406,0.02645671100206632,0.010772349283134145,0.02759487929595455
14062,0.04176284131050927,0.00893755001463253,0.03167324741821692,0.005017459401467509,0.011938141277107463,0.004673214954571753,0.002043631496989055,0.8939539141265055
18965,0.25679841022344807,0.08289912225486847,0.38698205509942657,0.017292173781968418,0.040686780754686167,0.12236506178728208,0.014031931621347254,0.07894446447697298
10744,0.3608634229662214,0.10640124412517067,0.24200866090790876,0.04719738206666492,0.02649381776487954,0.12713229130092749,0.013734370083287767,0.07616881078493941
20664,0.16243840417522493,0.020205182161979515,0.2348697612788809,0.01608549528285125,0.07204127997775263,0.023873556608328413,0.43829498133918116,0.032191339175801206
17021,0.10844315171369004,0.03042669153277348,0.10285352701788035,0.008770731912897237,0.012189143788161244,0.012645934213956923,0.004745008585521406,0.7199258112351193
8212,0.2965401706928764,0.017082696924627452,0.5509089526112954,0.026778585452012012,0.02720912260920678,0.032938071552996814,0.008990005841940117,0.03955239431504518
20736,0.27575672104853843,0.011588739477449466,0.2038493167522822,0.018891250643135855,0.06893924330525088,0.016695545775729365,0.3824759824259746,0.021803200571639182
11963,0.08473716078584399,0.2409746712262542,0.5149095123943853,0.010143783224163988,0.0168804960593232,0.028838290934335598,0.0069234690145669004,0.09659261636112684
12970,0.2501050613969899,0.1041372665590278,0.27857151102180966,0.10780477470361657,0.03645136006996237,0.1150331318889423,0.01688002805815631,0.09101686630149501
19053,0.7442745562013464,0.01574598364672116,0.07320136200133429,0.007300406610292731,0.016979883517971382,0.029384431424978284,0.007199332226036863,0.10591404437131884
20877,0.06812826695174068,0.016331140030890708,0.09284384057488637,0.009492540377882991,0.00986958879832035,0.7753336734949638,0.00391722762578858,0.024083722145526447
6688,0.09098831647665105,0.008268283340394022,0.13951249273730548,0.02253154882795163,0.09241183699844514,0.01826245265042618,0.6149942198321977,0.013030849136628839
1485,0.18686659210014805,0.024166114289290375,0.2696490058710928,0.010263961622094048,0.022593891113564916,0.4367566155331343,0.009245474310471038,0.04045834516020443
9915,0.02289445810298277,0.003967824739426282,0.9569322374140385,0.002486782208600646,0.0025710657316658984,0.003435581112346423,0.001065782038218054,0.006646268652721318
2785,0.16863644896376512,0.02179499414241189,0.6197131587026161,0.01404307980977105,0.04195648935803596,0.024666296350452154,0.021750927841526928,0.08743860483142091
20128,0.08803205208869212,0.5243513100486183,0.08414857011415143,0.008681587758240152,0.013226356031875493,0.02830583491236261,0.006867672719057964,0.24638661632700182
12295,0.8291421445548766,0.01227294398769362,0.06161210405317539,0.008886710989527882,0.01784741900923393,0.021536818813485924,0.0045175264993682785,0.044184332092638376
14567,0.6951704556962766,0.00819543308055866,0.24347345041341134,0.005624513520315216,0.013904080485379222,0.00828487997152806,0.008778238174171898,0.01656894865835903
25052,0.6012672755324766,0.012565257489202777,0.30930294677517717,0.01176049522272343,0.0203052381208358,0.011288340654631763,0.014481250115446057,0.01902919608950625
25689,0.8181325726321079,0.018139262247285362,0.07106043414338462,0.012106879319895179,0.014198580917491363,0.0242868799159166,0.012965659676171502,0.029109731147747432
18873,0.12068588223496728,0.4621648577340225,0.1463356034471425,0.011893902931518707,0.02426677619885818,0.01597991024874918,0.009315535261534657,0.20935753194320691
18451,0.05031066884420602,0.3049737022460229,0.43008612409089875,0.0066547891779603794,0.011876807113809337,0.02643465056388409,0.0033979485985645057,0.16626530936465417
8422,0.3702317078328857,0.025846461905528296,0.1966536111467843,0.009569824141595422,0.00871062947999773,0.008095364526848284,0.002963314118068269,0.37792908684829196
9199,0.04030790430559,0.01121449882225949,0.055062344017197486,0.004773343040852774,0.011683769973098885,0.004998698710179319,0.0028993614599183972,0.8690600796709038
9941,0.13894623236904338,0.02462606512629919,0.05508900949538843,0.00859520486283474,0.010521631833775103,0.01625529683121134,0.004215350736492396,0.7417512087449554
20517,0.19363175327048623,0.009276184525957092,0.7415675365297065,0.00595720624237802,0.011296238182996873,0.008028442899480731,0.013455656716539349,0.01678698163245516
12718,0.14438761336367262,0.48012325255650873,0.13115913295638124,0.009968132581269532,0.02091000081853469,0.035626128644050924,0.010454559535134389,0.16737117954444786
1681,0.19842344728066902,0.015638903616615317,0.6816680632415357,0.010137516001602027,0.025076826632580883,0.023374301017523854,0.01394129718960369,0.03173964501986957
4828,0.05960598347478395,0.4572979161490335,0.06076808867475662,0.007898699855737589,0.009277215881478434,0.024014799203442468,0.002982340268074837,0.3781549564926926
22986,0.8183227001527108,0.010290554509680949,0.06269059748172146,0.007305964406569482,0.015598825416752306,0.019039786954955465,0.008599845453950577,0.05815172562365885
423,0.10713947993238473,0.013258749324864408,0.8131299664564239,0.006200970016848467,0.013777496756470404,0.01980011329187845,0.004150217935875384,0.02254300628525418
19294,0.11673361834656941,0.01158473020246649,0.7643016947494173,0.016312985586817118,0.037203208675805746,0.023923132609724274,0.013071530228661948,0.01686909960053772
6354,0.1293021360847674,0.019989307125499102,0.42175364911756147,0.017444252918754344,0.25244041375021764,0.11037170535955512,0.015120416231431694,0.033578119412213156
4086,0.2042710759960026,0.04342875673513128,0.37334341100638585,0.008337130371331046,0.01645209817412887,0.021188219911610472,0.009131100448942086,0.3238482073564678
3146,0.8644681298524833,0.008031980963388658,0.07909814448672897,0.006575884666339772,0.004867308104436587,0.009423999118318219,0.0026515279449553404,0.024883024863349045
8759,0.2258898178283008,0.10034535606234149,0.2436035667018574,0.017091088315282926,0.03959123656788823,0.27687047864894093,0.00744829947317992,0.08916015640220823
1358,0.5278470966230883,0.014881490500235895,0.2929672557487519,0.015509273141030833,0.08715007799483589,0.02131266555812718,0.018915590608383666,0.02141654982554645
8466,0.28371278581119413,0.01991967668383552,0.11763968021441265,0.019293945752488446,0.022746952120597807,0.5007787305505058,0.009783464541004722,0.02612476432596092
12664,0.48671016838669773,0.08147042115174429,0.1138132345004547,0.02135880959585738,0.015548473194564538,0.02895004582000893,0.00529238781191326,0.24685645953875923
13113,0.04414151909138726,0.16139140069715663,0.04396683286857404,0.003633846134169187,0.00927570653522701,0.712498287021076,0.0013348499987875795,0.02375755765362239
24532,0.9033376038328397,0.007804725137694678,0.051223948680284306,0.004958502509936396,0.006383923542432482,0.007508948263499626,0.0030259114637310124,0.015756436569581714
26881,0.2603317221468132,0.05292064526279457,0.29140908320554565,0.0117743267632182,0.02868815906947971,0.2898489205589195,0.00968516305707418,0.05534197993615504
20970,0.30023836914007435,0.051670499151867444,0.2011455309199925,0.017902136825096008,0.026088818722048372,0.32636131457793993,0.00856206092593075,0.06803126973705062
5951,0.15107163542686283,0.01593516200931374,0.2014872665581296,0.007173239880092793,0.022042018435037652,0.5659216550883285,0.007327657491937141,0.02904136511029784
2547,0.08234632144839413,0.01991062975158468,0.8234913123323111,0.006476058984644119,0.011286936460533045,0.01924764361135214,0.003925196489464937,0.03331590092171598
254,0.5091962044572197,0.009083102353744732,0.3312699816431538,0.029745494354196034,0.04043781107273646,0.009077359024600686,0.05142460324433403,0.019765443850014507
9824,0.6347178562979573,0.014880194694816495,0.23263253917501023,0.016597774356799034,0.030322038507059678,0.018651462412948898,0.012027897729052557,0.04017023682635581
27314,0.05478181007599079,0.4990031351456228,0.05151483054084599,0.015030560984076513,0.010319591540627854,0.08773129636706865,0.0031114211253147955,0.2785073542204527
13643,0.5298060747546536,0.03806116220385452,0.07670054498905929,0.009871069530445045,0.013119584096566906,0.019363105670561962,0.01113894972418302,0.3019395090306757
7998,0.63379585815507,0.0289153918485044,0.09304007727418047,0.026228682652177187,0.02011298125197384,0.13789287385720875,0.004490589045877273,0.05552354591500813
6742,0.8577126883023862,0.012655173906030404,0.07142101083722145,0.005179224707952556,0.013845769968441482,0.012420089081897007,0.004051146282974513,0.022714896913096316
25525,0.3291838471748906,0.05629950147139221,0.34196886794719444,0.01519347483178933,0.02639451376699526,0.02441513757798874,0.01590533394755425,0.1906393232821953
26065,0.06156852374616282,0.5210307671371297,0.07283530930732032,0.014480880152393235,0.013317131112580354,0.03929628624482136,0.005517159964088516,0.27195394233550363
997,0.06313497071139067,0.4241182102225288,0.22004613245741003,0.010052671734557674,0.011214970945755734,0.051207571520411256,0.0026327573017806446,0.21759271510616532
12263,0.8248227005911755,0.01003425645540789,0.03658736978180681,0.011692723749139051,0.009438844889339406,0.0057365793263451205,0.0038433645521807336,0.09784416065460562
61,0.0712743519074949,0.019720323155106523,0.1265481501884512,0.008580922028024667,0.07514474297092602,0.6736165220072766,0.004626527001100835,0.020488460741619224
25885,0.03708086928490514,0.008908832355340568,0.03104210114404784,0.004923652934191883,0.014517884364388445,0.0045847284491790635,0.002485353959216203,0.8964565775087309
2671,0.19300668273413413,0.015221330269908084,0.11627620385991358,0.03746794709851699,0.014163787505512126,0.595275402919694,0.00834466575993539,0.020243979852385602
10244,0.15969554376889872,0.014758454288888992,0.6659416858251251,0.014695852210022195,0.08462826860839316,0.026969943146868902,0.006834670600839994,0.02647558155096285
11011,0.8453431292940969,0.015009091286355811,0.05139579769904603,0.010875041405104053,0.01037168516592243,0.022864838636910488,0.00488384603892667,0.03925657047363755
346,0.1190524591107532,0.011904106446755613,0.7815688058025332,0.017532830162978297,0.013440288898029885,0.009551696570376817,0.004651860172050962,0.042297952836521976
21405,0.13984788066302184,0.02088685082127885,0.7032982644203819,0.010479819425935628,0.02673843917988774,0.022847260200312865,0.014182738221266856,0.06171874706791429
20226,0.09326251810113058,0.469855430848483,0.062169939380307716,0.011595072544871552,0.010919809711279269,0.025501837626132666,0.0074745324661658116,0.31922085932162936
24838,0.4240603087848876,0.020317668668354234,0.41210789503340434,0.01558550196031469,0.02490026586284306,0.02254745944325044,0.017137372383103765,0.0633435278638419
5742,0.13601602880366542,0.4601427435567194,0.15741279929017046,0.00718297330692697,0.014759861045498372,0.06931408711048523,0.007142898630284183,0.14802860825625
4758,0.20385033248977624,0.017601219612689963,0.6202280290510614,0.023871296030911156,0.026412731882012576,0.06371657987378998,0.026100152662844912,0.018219658396913776
15401,0.8982592327612334,0.00689660519678491,0.05235671503559732,0.012202384081365461,0.007197715896685736,0.006198843991155044,0.0029855580127062216,0.013902945024471872
10797,0.7294113743040734,0.010952046536967432,0.12439371179011671,0.02027523040793443,0.012560675640219893,0.008106274103570019,0.008386238544628832,0.08591444867248937
21942,0.09484687702583841,0.013510220193137398,0.06829660358019889,0.7545847768758521,0.019447513044766957,0.02141768799273373,0.007575859741876532,0.020320461545595997
23539,0.49717917723134597,0.025910094730404197,0.21938152245133735,0.011382683491053074,0.11578911828914702,0.07459376911493963,0.01481896151151096,0.04094467318026178
4098,0.05496507783992953,0.4783500290642676,0.12034003447003941,0.0055264500292574546,0.014820753823046828,0.05409914146953297,0.005154211792355484,0.2667443015115707
18289,0.23162055735076467,0.03188841552227815,0.576619803770024,0.027084718616270098,0.043310840191891214,0.039843231183641754,0.010156481881107482,0.039475951484022685
15969,0.09948829672252195,0.008786199041432319,0.8391359702217273,0.00866923183396463,0.00815356941447989,0.007865628268600697,0.003549694870188654,0.02435140962708445
3905,0.03709920016125306,0.3785054094643586,0.05632707111957992,0.17758249354026537,0.010243525894403815,0.031081312742890704,0.0033467889130982414,0.3058141981641503
21989,0.16835381198166868,0.03612418491901544,0.37928872637088196,0.016563011831005198,0.13680682141923758,0.08792319494511562,0.14536565230661225,0.029574596226463246
26547,0.6459384834836894,0.06406975910636972,0.10316550415779117,0.01282658448425596,0.021042347349476975,0.05287960038720679,0.00839773134874884,0.09167998968246115
25153,0.1502864083621794,0.011687288728049998,0.2328482179115415,0.019083822136603028,0.3339560133641054,0.11852960901458591,0.11577053241792845,0.017838108065006304
9706,0.0798049907442198,0.012861590463932034,0.8339653692511183,0.007291466213389171,0.018630999528816434,0.012484073425145884,0.006606038336799122,0.028355472036579326
11655,0.3096047321737831,0.011875314466362424,0.5681688040871542,0.009545293227493425,0.017319087225299835,0.05267786988308033,0.0114470905277387,0.019361808409088056
10887,0.871491560442642,0.011516906330531738,0.04126166789255336,0.017872922830756338,0.008882220574888086,0.014902558947821947,0.0036898288330182035,0.030382334147788414
19087,0.09203291305816083,0.03961306412517731,0.10477014063543097,0.005753495111133024,0.005649280032174364,0.013604361626785222,0.0017996636440020738,0.7367770817671362
22570,0.757835234010276,0.014311421351032413,0.1632280455946646,0.005912176595454239,0.011116128783389337,0.015250605143093404,0.0073009522624355545,0.025045436259654434
16588,0.6225711067320491,0.01099410217730178,0.16246263712739678,0.023197381471000172,0.06043768446254903,0.022257397097917256,0.08128636060807122,0.01679333032371468
19524,0.4054641210406455,0.07051324261155986,0.34895585749718566,0.015300811564965554,0.030499016114752087,0.02091495070198824,0.01611937264647088,0.09223262782243213
27327,0.10996717898457328,0.44714441794170334,0.23429675362005015,0.011282903382559942,0.02179567728186896,0.03993527308533158,0.007969075964044722,0.12760871973986804
9802,0.1438638719558766,0.06355989731230852,0.10609378621708934,0.40186583127541226,0.050659139799096385,0.1757225116615738,0.00635874699038517,0.05187621478825798
15658,0.05755312282618556,0.40860497348168323,0.074829950684453,0.009837983642213662,0.01098991428987678,0.020199701567458032,0.006554287028787531,0.4114300664793421
26686,0.7509014587350727,0.009179724500951027,0.19167311324686762,0.005614082358142701,0.011004117236331861,0.007892182236868713,0.005910783225558158,0.01782453846020706
27649,0.11241092365818126,0.48832114848193875,0.13452107274547867,0.007290628577778492,0.011926099170252412,0.018386789832904316,0.005063189129701128,0.22208014840376497
21404,0.1966098298395192,0.3004991183471207,0.1309802730281705,0.014102728449582765,0.017751885479981726,0.04031319702466311,0.007733110321899804,0.2920098575090622
4928,0.06168579529616709,0.38584561764571246,0.08033317694642278,0.0068034711640766795,0.013007168878424949,0.01694128841776931,0.003483500882218314,0.4318999807692084
8701,0.03658687408514179,0.012004149304703735,0.03790326502648193,0.853562878594482,0.01231381128605941,0.02306902733625701,0.009026913305426265,0.01553308106144804
9444,0.0879185982380128,0.01573956163539227,0.7075923296313416,0.008773322595063412,0.13293740578747046,0.007616820418398854,0.020351165349984924,0.019070796344335714
21570,0.04449074821671508,0.015553013746236905,0.030608092844084472,0.8559382580294554,0.010600899774091127,0.01583276366878227,0.007425731865824961,0.019550491854809705
6154,0.036728303548448256,0.008990706667113527,0.03111009950755858,0.004942084710344535,0.01139115506695073,0.004611662472758049,0.0020058796541241814,0.9002201083727022
10861,0.2746639727843495,0.216215013985087,0.19779492338407315,0.017324449984800018,0.023680391091236742,0.047720532428017035,0.011543262589726867,0.21105745375270962
10233,0.10676206121389427,0.07177041343884868,0.227488448034226,0.28875642732962115,0.14287218708166974,0.09709851489084022,0.007978809395697471,0.057273138615202515
6066,0.2160291403189949,0.05935460244884614,0.25226104028234486,0.15614703761163667,0.033094035780992626,0.2284224911140944,0.011085833753258634,0.043605818689831724
18155,0.17898795302018436,0.2080007142506835,0.2083398399783368,0.0126396450461917,0.033071979600967284,0.21684007806617692,0.0061991343716486375,0.13592065566581082
6871,0.5548031904179707,0.028832335617965738,0.16002532575190437,0.017414440691240284,0.03129255598405477,0.02188327656194315,0.01280446460574949,0.1729444103691716
3553,0.11738202564952165,0.06391694698790591,0.6912040500541426,0.006889184179938691,0.015103306347800226,0.03936127668935576,0.004155431997876265,0.06198777809345886
16463,0.5188576353941146,0.018824368851860653,0.21438528693653786,0.010367226281976599,0.021302884210765843,0.013533449934910787,0.009332644601140205,0.19339650378869344
25967,0.04470186203521193,0.019434129865751902,0.022248981596151546,0.0023653426014172505,0.003415994576226973,0.005811458453834114,0.0008795215983648911,0.9011427092730413
15172,0.7424997901866364,0.0073308598297101915,0.1958165593966382,0.004965906889595967,0.01446574602403467,0.007195801491395648,0.008049055362269044,0.019676280819719803
2591,0.14570863827533287,0.012204951550701794,0.40013502805345436,0.01426645026657294,0.3473911379280843,0.02544778904908087,0.03986118619022004,0.014984818686552792
12863,0.6130907844735477,0.012099937038789416,0.2996925768756744,0.007105945527544897,0.017157339737840165,0.018540755396144484,0.01034361293452123,0.021969048015937652
8090,0.060583388446427924,0.01576507735386185,0.09875232546304638,0.010972917525887641,0.00874631810700019,0.7830938239395322,0.0037646821908782304,0.018321466973365518
21348,0.03672166965725256,0.43503338076116965,0.07692506515503846,0.007320714559042632,0.008245119134200984,0.020523080474590352,0.002542541334858508,0.412688428923847
21588,0.0952466122345691,0.019336025307574944,0.7957434161930552,0.006735121693848538,0.01582695898680995,0.030751899871723894,0.006304360283679616,0.030055605428738797
23497,0.35528767578441545,0.014583618986821914,0.3128577588094776,0.015679157206798022,0.2308051499582878,0.023417393547839564,0.02280225332866313,0.02456699237769653
11245,0.8729537812942052,0.009349474460957076,0.06626544431160139,0.005403064235224249,0.012535250824958382,0.007172597576697716,0.006409689219190204,0.019910698077165716
19097,0.7481104582230367,0.006489471726972847,0.038605668914383835,0.007569837473348187,0.014313091487335838,0.006525118550006402,0.0028211091391450198,0.17556524448577124
9062,0.0946810531475015,0.027486153775743538,0.2050981035703138,0.016336421912949664,0.029224590420342377,0.5978491674522923,0.00562291439450051,0.02370159532635642
11896,0.2751312835880624,0.018422718831875635,0.6136763233438521,0.010753844397635066,0.016368991129073796,0.03260023610769317,0.008965888668794384,0.02408071393301353
